GeneID,GeneSymbol,Gene_AltReads_N2,Gene_AltReads_PRDE1,Gene_TotalReads_N2,Gene_TotalReads_PRDE1,Rate_N2,Rate_PRDE1,Log2FC
WBGene00003129,map-1,144,189,65325,67377,0.002204362801377727,0.002805111536577764,0.34769644926771753
WBGene00014505,T05E11.9,142,163,58905,53136,0.0024106612341906457,0.003067600120445649,0.34768150549860266
WBGene00006984,zig-7,69,87,28561,28300,0.0024158817968558525,0.0030742049469964666,0.34766347902832084
WBGene00020633,aakg-2,82,127,36818,44832,0.0022271714922048997,0.0028327980014275517,0.34701508108249485
WBGene00016375,rpap-3,168,173,46760,37858,0.003592814371257485,0.004569707855671192,0.34698753779834446
WBGene00019994,cdh-1,16,18,4800,4246,0.0033333333333333335,0.004239284032030146,0.3468550360328156
WBGene00010286,F58H1.3,68,92,35103,37346,0.0019371563684015612,0.0024634499009264714,0.3467397180881853
WBGene00012466,ippk-1,273,269,99685,77242,0.002738626674023173,0.0034825613008466895,0.3466961345394604
WBGene00016756,C49A9.2,49,126,12277,24827,0.003991203062637452,0.00507511982921819,0.34661820482584654
WBGene00004743,scm-1,234,285,100155,95934,0.002336378613149618,0.002970792419788605,0.34657371853332847
WBGene00022390,him-19,8,8,5011,3941,0.0015964877270005988,0.0020299416391778738,0.34653678829174384
WBGene00022455,tyms-1,211,284,92074,97474,0.002291634989247779,0.0029135974721464187,0.34642430526324625
WBGene00022211,Y73B3A.9,112,84,34310,20246,0.0032643544156222676,0.004148967697322928,0.3459547235672252
WBGene00015008,lmd-2,30,29,12762,9707,0.0023507287259050304,0.0029875347687236017,0.34584744158770003
WBGene00019274,H43I07.1,78,88,43555,38683,0.0017908391688669497,0.0022749011193547554,0.34516806059346083
WBGene00219675,linc-44,333,145,97967,33596,0.003399103779844233,0.004315989998809382,0.34453711151600513
WBGene00019599,acds-10,41,66,17377,22033,0.0023594406399263393,0.0029955067398901645,0.3443552037351767
WBGene00219658,anr-21,1,3,1096,2590,9.124087591240876e-4,0.0011583011583011582,0.3442582011077667
WBGene00019938,R07E4.5,131,127,52787,40316,0.002481671623695228,0.0031501140986208947,0.34409185484669924
WBGene00220161,Y46E12BL.11,106,120,16765,14959,0.006322696093050999,0.008021926599371615,0.3434088890090508
WBGene00021057,W06B4.2,75,85,33055,29539,0.002268945696566329,0.0028775517112969297,0.3428197737468679
WBGene00021882,nprt-1,211,303,106682,120856,0.0019778406854014737,0.002507115906533395,0.34210247294801277
WBGene00008765,ttx-7,105,114,52402,44892,0.002003740315255143,0.0025394279604383854,0.34180800018420227
WBGene00021549,cdap-2,198,190,103061,78037,0.001921192303587196,0.00243474249394518,0.3417672622167568
WBGene00008767,F13G3.7,127,119,62062,45894,0.0020463407560181754,0.002592931537891663,0.34153771248421827
WBGene00004058,pmp-1,136,139,48955,39490,0.002778061485037279,0.003519878450240567,0.34144708012939573
WBGene00004885,smg-7,60,64,33071,27845,0.001814278370778023,0.002298437780571018,0.34125778211862295
WBGene00006594,tom-1,179,218,81674,78520,0.00219163993437324,0.002776362710137545,0.34118526041266045
WBGene00015697,mlst-8,148,187,55750,55607,0.002654708520179372,0.003362885967594008,0.3411463935079609
WBGene00022515,ttr-48,22,37,19325,25657,0.0011384217335058215,0.0014421015707214405,0.3411376710784876
WBGene00004367,ric-8,317,307,131519,100592,0.002410298131828861,0.0030519325592492444,0.3405114765830558
WBGene00021103,eri-3,104,137,50402,52464,0.0020634101821356294,0.0026113144251296125,0.33974554036834603
WBGene00010727,K09G1.1,164,294,61622,87310,0.002661387166920905,0.0033673118772191042,0.3394189458261924
WBGene00022368,Y92H12BR.2,118,139,67651,62993,0.00174424620478633,0.0022065943835029287,0.33921776301752393
WBGene00013465,Y67H2A.10,334,338,167791,134231,0.001990571603959688,0.002518047246910177,0.33912258470097933
WBGene00020625,mrrf-1,24,33,14352,15601,0.0016722408026755853,0.0021152490224985577,0.3390449074322368
WBGene00002146,ipp-5,22,31,7805,8696,0.0028187059577194106,0.003564857405703772,0.33881138358754
WBGene00219949,F44E5.16,28,36,5841,5938,0.004793699708953946,0.006062647356012125,0.33880837083950366
WBGene00000829,ctb-1,4352,9943,1583169,2860799,0.0027489168875843325,0.0034756024453308325,0.33839978159997897
WBGene00018218,F40A3.3,90,122,52333,56111,0.001719756176790935,0.002174261731211349,0.33832158086187664
WBGene00235381,Y74C9A.9,8,11,3299,3588,0.002424977265838133,0.0030657748049052395,0.3382805062829668
WBGene00009562,flp-22,78,118,22075,26419,0.003533408833522084,0.00446648245580832,0.33807840899316083
WBGene00016332,C32F10.4,6,5,2464,1625,0.002435064935064935,0.003076923076923077,0.33752813205792837
WBGene00008748,yap-1,13,43,6210,16264,0.0020933977455716585,0.00264387604525332,0.336808089824117
WBGene00196827,C17C3.22,218,234,6669,5669,0.03268855900434848,0.04127712118539425,0.3365565747351979
WBGene00019998,R10H1.1,1,1,1409,1116,7.097232079489e-4,8.960573476702509e-4,0.33633458448044884
WBGene00016383,zgpa-1,61,71,27674,25516,0.0022042350220423503,0.002782567800595705,0.3361387844747036
WBGene00003068,lrk-1,219,197,101177,72108,0.00216452355772557,0.0027320130914739002,0.33591489456731977
WBGene00014262,ZK1321.4,37,91,32284,62919,0.0011460785528435138,0.0014463039781306124,0.33566487319580524
WBGene00000413,cdt-1,444,437,189137,147513,0.002347504718801715,0.0029624507670510396,0.3356631201771884
WBGene00007223,C01F6.9,65,77,56113,52689,0.0011583768467200114,0.0014614056064833267,0.3352519754916905
WBGene00000984,dhs-21,14,29,8634,14179,0.0016214964095436647,0.0020452782283658932,0.3349712835324737
WBGene00013151,nsun-5,126,103,47897,31088,0.002630644925569451,0.003313175501801338,0.33279809409605743
WBGene00013867,ZC373.2,292,399,168576,182918,0.0017321564160971907,0.0021813052843350574,0.33262248304543074
WBGene00002136,inx-14,185,161,111619,77151,0.0016574239152832404,0.0020868167619343884,0.3323612823243344
WBGene00000074,adm-2,136,55,44071,14156,0.003085929522815457,0.0038852783272110766,0.3323128380854315
WBGene00014025,asna-1,229,349,76393,92477,0.002997656853376618,0.0037739113509305017,0.33222528936611706
WBGene00016417,C34F11.8,41,32,12401,7688,0.0033061849850818483,0.004162330905306972,0.33222421645289735
WBGene00019965,R08F11.1,121,205,49022,65975,0.0024682795479580594,0.003107237589996211,0.3321267611701049
WBGene00015767,hex-2,53,156,14955,34968,0.0035439652290203947,0.004461221688400824,0.33207439152009477
WBGene00013131,Y52B11C.1,13,21,8479,10882,0.001533199669772379,0.0019297923175886785,0.33190000186421104
WBGene00010197,F57C2.5,86,112,60081,62167,0.0014314009420615503,0.0018015989190406487,0.3318500326517735
WBGene00001522,gbh-1,36,56,10150,12545,0.0035467980295566504,0.004463929852530889,0.3317971772786577
WBGene00012804,Y43F4B.7,45,44,18172,14118,0.002476337222099934,0.003116588751947868,0.33176000641891157
WBGene00003790,npp-4,187,218,104870,97158,0.0017831601029846477,0.00224376788324173,0.33148719479146216
WBGene00010678,K08F4.3,79,75,48055,36266,0.0016439496410363126,0.0020680527215573815,0.33110685948011936
WBGene00009778,F46C5.1,22,26,7137,6707,0.003082527672691607,0.003876546891307589,0.33065826993532
WBGene00008670,eif-2Bdelta,377,333,140452,98659,0.002684191040355424,0.0033752622670004764,0.3305122525421418
WBGene00002210,kin-29,8,30,3429,10227,0.0023330417031204435,0.002933411557641537,0.3303673996830503
WBGene00018474,cnep-1,189,216,74940,68119,0.002522017614091273,0.0031709214756529013,0.3303237994777342
WBGene00019847,R03G5.6,12,9,7836,4675,0.0015313935681470138,0.0019251336898395723,0.3301135333263817
WBGene00044974,C27H6.5,30,26,37861,26102,7.923720979371913e-4,9.960922534671672e-4,0.3301012852168095
WBGene00017238,F08B4.7,36,45,26873,26731,0.001339634577456927,0.0016834387041262952,0.32957167279259675
WBGene00007142,ttr-18,67,142,29390,49575,0.0022796869683565837,0.00286434694906707,0.3293705155820321
WBGene00012356,W09D6.1,57,65,19943,18109,0.0028581457152885726,0.003589375448671931,0.32865336650282273
WBGene00003003,lin-14,49,48,23727,18509,0.0020651578370632613,0.002593332973148198,0.3285554051364696
WBGene00185089,C16A11.10,61,56,24754,18098,0.0024642482023107377,0.0030942645596198476,0.32844897899867903
WBGene00001446,flp-3,23,39,10754,14524,0.0021387390738329924,0.0026852106857614983,0.32827480428049616
WBGene00015703,C11D2.7,23,44,12427,18937,0.0018508087229419812,0.002323493689602366,0.3281399231090583
WBGene00013598,vps-28,36,41,30834,27974,0.0011675423234092236,0.0014656466719096303,0.32806250174102414
WBGene00012364,zmp-4,30,67,23370,41585,0.0012836970474967907,0.0016111578694240711,0.32779309695147335
WBGene00016586,C42C1.8,307,251,135500,88270,0.002265682656826568,0.0028435482043729465,0.32774645732336494
WBGene00002266,lec-3,37,95,17380,35560,0.002128883774453395,0.002671541057367829,0.3275750006866282
WBGene00018853,sec-22,10,11,8357,7328,0.0011966016513102788,0.0015010917030567686,0.327069156176404
WBGene00016266,idhg-2,37,69,19922,29616,0.0018572432486698123,0.0023298217179902755,0.3270567798627317
WBGene00015104,B0280.9,164,209,72374,73536,0.0022660071296321882,0.0028421453437771976,0.3268279337200608
WBGene00012527,set-22,103,75,44530,25864,0.0023130473837862115,0.002899783482833282,0.32615036251684293
WBGene00011392,sbt-1,33,61,20358,30019,0.0016209843796050692,0.002032046370631933,0.32606313572512785
WBGene00010839,chl-1,299,345,123526,113816,0.002420543043569775,0.00303120826597315,0.32456222982301786
WBGene00007697,C24F3.2,27,16,8848,4187,0.0030515370705244123,0.0038213518032003822,0.32454696533093635
WBGene00012782,Y43C5A.2,107,163,71285,86719,0.0015010170442589605,0.0018796342208743182,0.3245115799353552
WBGene00000728,col-155,36,86,12616,24072,0.0028535193405199747,0.0035726154868727152,0.3242383067169588
WBGene00019249,H28G03.1,349,429,151047,148316,0.0023105391037226823,0.0028924728282855527,0.3240739008254988
WBGene00017759,sucl-2,609,674,265946,235217,0.0022899385589555776,0.0028654391476806524,0.3234473684958825
WBGene00006730,uev-1,168,183,94591,82361,0.0017760674905646415,0.00222192542586904,0.3231239914533007
WBGene00015504,C06A5.6,898,691,368129,226518,0.0024393622887629064,0.003050530200690453,0.32255597367050215
WBGene00019332,K02F3.9,49,75,27491,33650,0.0017824015132225093,0.002228826151560178,0.3224617281631767
WBGene00001151,ech-2,37,43,19178,17824,0.0019292939826884973,0.0024124775583482944,0.32244252635551895
WBGene00000836,cul-1,661,692,318638,266773,0.0020744543965252106,0.0025939656561945923,0.3224274363247001
WBGene00022653,ZK105.1,127,102,66659,42842,0.0019052191001965226,0.002380841230568134,0.32151449866959686
WBGene00022357,kbp-4,71,76,23966,20533,0.0029625302511891846,0.0037013587882920177,0.3212251030900976
WBGene00018214,F39H12.3,52,102,26603,41768,0.0019546667669059882,0.002442060907872055,0.32117650655072305
WBGene00013658,Y105C5B.19,69,74,31276,26851,0.0022061644711599947,0.0027559494990875575,0.32100910297324886
WBGene00021636,pcaf-1,255,273,137033,117447,0.001860865630906424,0.002324452731870546,0.3209172034529383
WBGene00015047,faah-1,44,61,17975,19950,0.002447844228094576,0.003057644110275689,0.32090874314254086
WBGene00011834,dvc-1,291,289,164085,130476,0.0017734710668251212,0.0022149667371777187,0.32070923984370997
WBGene00021846,ztf-23,164,202,76196,75167,0.002152343955063258,0.0026873495017760455,0.3202753164479879
WBGene00010730,ensa-1,280,303,179464,155551,0.0015602014888779923,0.0019479141889155325,0.3201977691777099
WBGene00001890,his-16,1844,179,924699,71899,0.0019941624247457822,0.002489603471536461,0.32013305496202366
WBGene00000879,cyn-3,269,327,193510,188434,0.0013901090382925946,0.0017353556152286743,0.32003328482983656
WBGene00015157,B0361.3,244,221,126163,91548,0.0019340060081006318,0.002414034167868222,0.3198538192844621
WBGene00016739,pitr-1,683,875,357205,366684,0.0019120673002897496,0.0023862508317788614,0.319612396813457
WBGene00014205,ZK1058.5,124,97,44385,27822,0.0027937366227329054,0.0034864495722809288,0.31956259650701047
WBGene00001187,egl-19,72,131,25114,36618,0.002866926813729394,0.003577475558468513,0.31943683415488805
WBGene00016754,cebp-2,159,176,27377,24286,0.005807794864302151,0.0072469735650168825,0.3193881346183124
WBGene00011645,T09B9.4,163,180,71010,62846,0.0022954513448810027,0.0028641440982719664,0.3193262254685813
WBGene00022271,cpx-1,5,17,1771,4827,0.00282326369282891,0.0035218562253987984,0.31897213167028904
WBGene00020953,W02G9.3,54,53,19658,15469,0.0027469732424458236,0.0034262072532161097,0.31876956593730016
WBGene00007175,B0395.3,90,247,55577,122317,0.0016193749212803858,0.00201934318205973,0.3184490734570548
WBGene00004016,phf-5,245,299,79348,77672,0.0030876644653929524,0.0038495210629313006,0.31816298014200095
WBGene00009243,F29C6.1,79,92,36704,34285,0.002152353966870096,0.0026833892372757767,0.3181409821425081
WBGene00011886,T21B10.4,134,155,91290,84724,0.0014678497097162888,0.001829469807846655,0.31772134575468686
WBGene00021200,cyp-31A3,249,259,121816,101675,0.002044066460891837,0.002547332185886403,0.31754500220597504
WBGene00020456,fbxa-60,21,41,9542,14952,0.002200796478725634,0.002742108079186731,0.31725969907847057
WBGene00006331,sup-26,75,64,34866,23882,0.002151092755119601,0.002679842559249644,0.31707850972667206
WBGene00002144,inx-22,277,279,132729,107319,0.0020869591423125318,0.0025997260503731866,0.31695724909130313
WBGene00007785,tofu-1,348,453,70800,74001,0.004915254237288135,0.006121538898122998,0.316628338016989
WBGene00011030,R05D7.5,16,8,5079,2040,0.003150226422524119,0.00392156862745098,0.31597532175793996
WBGene00001131,dys-1,433,345,174207,111514,0.002485548801138875,0.003093781946661406,0.31580708819123987
WBGene00008531,F02E9.7,46,27,25636,12090,0.0017943516929318146,0.0022332506203473945,0.3156824764889734
WBGene00008404,D2013.6,201,207,81610,67529,0.00246293346403627,0.003065349701609679,0.3156740149573353
WBGene00019276,algn-5,65,91,32588,36665,0.001994599238983675,0.002481930996863494,0.3153641010950356
WBGene00011029,abhd-11.2,39,47,24710,23932,0.0015783083771752327,0.0019638977101788403,0.31534067537658034
WBGene00011664,T09F3.5,152,139,68975,50707,0.0022036969916636464,0.002741238882205613,0.314902188714863
WBGene00006993,zyg-8,410,464,120406,109557,0.00340514592296065,0.004235238277791469,0.31472651466040785
WBGene00304822,NA,9,7,3615,2261,0.0024896265560165973,0.0030959752321981426,0.3144645757022431
WBGene00008745,F13E6.1,59,96,25300,33104,0.0023320158102766797,0.0028999516674722086,0.31445128596834027
WBGene00008607,F09B12.3,77,175,45180,82575,0.0017042939353696326,0.002119285498032092,0.31440377735762426
WBGene00019003,F57B10.5,78,95,35166,34446,0.002218051527043167,0.0027579399640016255,0.31429817119612546
WBGene00007710,rsa-1,449,462,231135,191326,0.0019425876652172972,0.0024147266968420392,0.3138802053192357
WBGene00019727,zig-12,107,238,67434,120692,0.001586736661031527,0.001971961687601498,0.3135688078893211
WBGene00006552,tbx-33,16,16,5821,4684,0.002748668613640268,0.0034158838599487617,0.3135259417467012
WBGene00007980,C36E8.1,591,678,308047,284401,0.0019185384048538048,0.0023839578623141267,0.3133510908836187
WBGene00019779,endu-2,203,279,92004,101772,0.0022064258075735837,0.002741422002122391,0.3132131905974002
WBGene00020630,T20F7.1,153,258,60073,81534,0.0025469012701213522,0.003164324085657517,0.31315433114375985
WBGene00044131,Y45G12C.16,146,239,78394,103302,0.0018623874276092558,0.0023136047704787905,0.31298920792122065
WBGene00006861,cal-5,96,185,40549,62906,0.0023675059804187525,0.002940895939973929,0.3128876671126502
WBGene00020128,R193.2,60,69,33440,30960,0.0017942583732057417,0.0022286821705426356,0.31280323710612296
WBGene00011222,R10H10.3,71,90,56177,57350,0.0012638624348042793,0.0015693112467306015,0.3122920733841561
WBGene00007589,erg-28,16,11,5692,3153,0.0028109627547434997,0.0034887408816999684,0.31164211048044516
WBGene00003958,pcp-3,211,205,101632,79559,0.002076117758186398,0.002576704081247879,0.3116385857559053
WBGene00013083,Y51A2D.18,11,31,3777,8577,0.0029123643102991793,0.003614317360382418,0.3115323548374963
WBGene00020286,gtsf-1,110,121,45377,40253,0.0024241355752914473,0.0030059871313939334,0.31036844603571445
WBGene00077453,Y62F5A.12,32,33,16874,14035,0.001896408676069693,0.002351264695404346,0.3101670620987973
WBGene00016360,C33G8.2,256,390,60647,74522,0.004221148614111168,0.005233353908912804,0.31010020222946033
WBGene00010772,K11D9.3,4,9,2319,4211,0.0017248814144027599,0.0021372595582996915,0.309264945919222
WBGene00012489,Y19D2B.1,36,62,12791,17780,0.0028144789304980064,0.003487064116985377,0.30914504326105013
WBGene00007720,C25D7.10,31,36,23455,21989,0.0013216798124067364,0.001637182227477375,0.3088421960568558
WBGene00006824,unc-95,74,152,31653,52489,0.002337851072568161,0.0028958448436815333,0.3088012771867372
WBGene00269433,T16G12.12,136,63,55275,20673,0.002460425146992311,0.0030474531998258597,0.3086964390202914
WBGene00021532,Y42G9A.2,35,60,12255,16973,0.0028559771521827824,0.003535026218111118,0.307736477209722
WBGene00009259,hpo-34,1034,1295,477447,483144,0.0021656854059194006,0.0026803603066580563,0.3076032597065432
WBGene00013924,rad-23,445,457,285935,237275,0.001556297759980415,0.0019260351912338005,0.30751595180901753
WBGene00023419,F53F4.16,10,12,11963,11601,8.359107247345983e-4,0.001034393586759762,0.30736445976357385
WBGene00021322,Y34B4A.6,124,210,96027,131434,0.0012913034875607903,0.0015977600925179177,0.3072226916977074
WBGene00003076,lsm-1,103,102,64454,51593,0.0015980389114717472,0.0019770123854011205,0.3070193715380497
WBGene00012143,T28H10.2,29,28,7131,5566,0.004066750806338522,0.005030542579949695,0.3068374222620155
WBGene00007225,C01G6.3,306,272,189347,136077,0.0016160805293984062,0.0019988682878076384,0.3066843216894212
WBGene00016632,C44B7.12,376,345,212535,157691,0.0017691203801726775,0.0021878230209713932,0.30646381941647105
WBGene00022269,Y73E7A.2,266,314,83065,79301,0.003202311442845964,0.003959596978600522,0.30623997040822826
WBGene00009521,F38A1.8,239,291,95927,94461,0.002491477894649056,0.003080636453139391,0.3062266656018232
